last_score,study_duration,total_reviews,last_gap_days,days_until_next_revision
99.74,5.0,5,4.01,12.9
91.06,37.68,1,1.41,3.48
64.06,5.63,4,1.17,7.87
80.42,5.0,3,6.99,12.97
55.6,8.14,6,0.06,11.11
83.59,14.34,2,12.28,13.81
81.76,19.38,4,0.09,10.48
46.95,5.0,5,4.98,12.47
57.57,105.78,7,4.64,19.0
70.75,37.77,3,4.32,10.52
70.49,11.71,6,3.22,15.69
56.86,11.51,3,9.57,8.6
80.83,17.86,4,5.38,14.7
78.77,29.52,5,7.61,13.8
72.09,5.0,4,0.61,8.39
63.66,6.28,3,0.26,6.86
90.73,58.86,3,0.14,11.72
99.83,8.88,5,0.8,11.7
67.75,14.35,7,5.5,15.89
65.82,61.5,3,3.41,9.08
82.37,32.64,6,6.98,17.53
69.63,12.54,3,1.06,9.84
72.91,34.53,7,2.29,18.42
86.09,5.0,3,10.97,17.97
46.36,39.91,5,13.72,18.32
94.77,20.03,13,12.74,31.49
76.09,50.33,3,8.53,11.58
68.83,92.79,8,5.83,22.77
73.66,78.03,5,12.25,18.93
74.44,71.99,3,6.26,12.12
49.03,21.53,7,15.39,21.59
97.42,13.4,4,0.13,10.2
75.62,18.77,5,12.73,14.45
81.65,35.13,7,4.06,18.05
89.27,64.62,6,0.59,16.85
59.68,6.96,4,1.21,10.54
82.1,75.1,3,9.56,14.63
70.99,50.65,6,3.53,15.18
87.7,115.69,4,20.32,22.73
43.09,63.67,2,0.63,6.74
73.51,9.85,2,2.66,8.08
65.96,5.0,5,2.02,11.93
81.48,5.0,1,3.63,9.8
82.05,10.33,5,5.02,14.99
64.39,28.57,4,5.42,12.56
64.32,48.94,1,0.01,6.52
73.34,68.85,4,0.47,12.04
61.55,29.33,1,0.18,6.57
87.63,5.0,2,10.0,11.33
69.46,6.19,4,1.88,9.8
31.4,5.0,3,2.29,6.08
69.38,13.54,5,2.99,13.84
59.42,20.88,2,9.46,12.13
50.53,5.0,3,0.07,5.24
56.44,12.85,3,0.63,8.44
76.64,5.92,4,5.78,14.88
94.93,31.24,2,16.61,16.22
79.7,18.72,3,5.15,11.84
65.9,20.51,2,1.51,8.49
81.84,16.74,4,3.67,10.22
68.11,93.72,2,18.44,17.42
64.58,7.25,4,3.75,13.14
57.68,21.81,9,2.34,17.03
48.72,39.96,9,2.42,19.06
69.15,24.42,1,17.06,13.94
77.37,79.36,1,6.35,8.85
73.55,14.24,1,5.81,8.18
68.76,18.69,5,1.32,11.12
60.81,5.0,6,4.1,12.84
84.12,28.17,5,2.21,12.9
55.24,10.2,2,1.37,6.72
86.64,5.24,5,11.3,17.32
59.97,23.59,4,2.42,10.2
63.71,22.8,5,1.66,12.24
53.0,5.0,2,13.42,13.24
67.48,35.94,2,1.1,5.81
89.63,29.33,1,6.84,9.51
82.73,6.29,7,5.29,14.43
89.68,19.01,3,12.66,15.39
82.83,38.22,1,8.92,10.96
58.44,22.61,6,6.11,16.21
70.04,15.1,4,1.89,10.93
63.3,11.67,6,3.42,14.89
94.96,28.28,1,14.46,14.05
57.05,83.96,5,0.12,10.8
88.41,33.42,4,7.91,13.26
88.39,5.0,2,1.45,7.83
100.0,18.52,3,1.02,9.17
68.85,66.44,5,1.32,12.53
85.68,5.0,3,0.31,8.28
100.0,120.0,4,24.13,25.69
65.74,89.32,3,10.2,14.45
51.97,5.0,10,3.68,20.19
46.8,81.28,2,6.28,10.5
85.69,13.54,2,4.07,9.27
46.75,55.87,6,8.35,16.26
69.42,16.26,3,9.31,13.65
81.56,17.44,3,1.32,13.2
77.78,30.17,6,3.08,13.45
81.38,44.68,1,5.04,8.89
78.33,5.0,5,19.18,19.3
94.18,26.98,1,5.74,9.5
60.72,6.2,9,11.4,21.33
64.85,12.74,3,9.36,12.45
63.41,12.83,6,4.36,14.8
87.45,18.99,1,11.21,11.06
88.51,12.2,3,2.37,7.64
81.77,5.0,5,2.38,15.0
92.75,5.0,3,7.59,14.28
57.33,5.0,5,0.72,10.62
100.0,19.06,5,1.83,12.39
97.85,92.67,6,4.69,17.91
86.03,5.0,6,2.72,15.29
100.0,87.71,5,14.13,22.18
50.15,39.66,2,15.91,15.42
67.13,30.44,4,3.49,13.19
63.97,31.09,2,3.87,6.04
85.82,52.59,5,6.45,15.43
59.25,5.0,3,3.06,10.56
86.36,21.08,3,1.05,8.31
95.56,35.83,3,6.87,15.14
85.43,26.52,7,6.69,21.28
79.26,53.65,7,1.41,17.85
60.18,5.0,4,8.95,14.56
62.3,35.2,1,4.76,6.91
93.74,22.91,5,1.35,13.67
86.69,14.3,6,5.28,14.19
74.41,12.48,2,1.33,6.42
68.73,29.09,3,1.54,8.13
44.61,66.49,4,9.42,14.14
58.94,20.57,1,13.26,10.83
100.0,52.24,2,1.48,10.01
55.79,15.43,4,13.16,16.94
77.84,5.0,5,1.36,11.09
90.11,5.0,2,0.62,8.12
56.18,5.0,2,0.3,5.42
77.77,14.35,3,1.39,9.61
89.07,12.34,2,2.43,9.9
75.19,37.97,4,13.12,18.34
100.0,40.74,3,1.39,11.88
49.97,5.0,2,2.27,7.34
90.88,7.5,4,6.62,11.85
72.41,9.62,3,1.8,7.56
86.58,23.8,3,5.77,10.87
81.62,5.0,4,2.83,12.12
64.0,5.0,3,1.09,6.39
78.43,86.36,5,6.62,16.68
47.13,48.92,2,0.14,6.64
84.05,5.98,6,1.73,11.26
79.47,15.65,3,2.2,8.2
84.58,13.18,4,3.06,13.55
90.87,46.96,2,5.7,12.22
80.51,21.41,1,3.08,6.14
77.22,5.0,5,4.51,12.15
61.78,40.3,1,4.53,3.85
64.32,15.17,1,2.34,8.34
92.8,9.15,3,13.59,16.15
96.55,14.12,4,15.6,21.69
71.43,20.66,6,4.36,14.81
75.69,12.61,4,0.37,10.6
61.43,8.31,1,3.38,7.74
92.59,15.25,3,1.02,12.35
84.98,5.0,1,3.3,8.23
100.0,44.42,5,1.04,13.77
61.83,5.62,4,6.08,12.27
69.33,5.0,3,0.42,6.69
78.47,31.81,5,15.32,19.04
84.7,44.61,5,1.09,13.1
71.76,50.43,3,5.4,13.7
61.91,20.41,4,12.44,15.01
88.22,6.9,6,1.42,15.83
85.82,40.09,3,13.61,16.14
61.26,36.09,2,2.46,9.76
95.33,8.48,1,16.16,15.5
92.55,70.12,7,17.77,26.09
77.01,5.0,6,1.04,14.92
76.19,120.0,3,8.89,16.01
83.31,59.04,1,1.07,8.78
62.07,34.93,5,1.28,15.03
75.45,83.78,5,0.44,15.31
42.71,38.44,3,0.85,8.4
88.15,6.34,5,5.0,13.85
51.58,17.51,7,2.98,15.41
97.55,5.0,4,7.83,11.98
70.05,14.81,4,2.02,12.0
71.82,40.6,7,17.31,21.83
65.58,14.65,5,0.26,12.84
70.68,12.03,2,0.33,9.87
96.28,27.14,4,6.04,12.11
37.68,61.72,2,10.93,11.3
94.15,5.0,6,7.94,16.16
80.07,14.61,3,3.36,7.84
56.89,5.17,6,1.57,12.56
58.87,35.66,6,0.07,13.52
100.0,5.0,6,3.56,17.0
60.82,32.79,4,3.23,11.43
57.7,10.11,4,2.11,7.61
92.06,6.65,4,4.31,13.06
80.08,82.63,1,6.52,7.9
60.93,5.0,4,6.03,10.01
78.25,17.28,4,1.53,9.47
59.61,5.0,4,4.4,12.84
91.51,19.83,2,0.81,9.13
90.92,20.86,1,0.65,7.2
82.98,11.64,5,7.71,14.4
80.42,5.0,7,5.92,16.98
100.0,14.17,5,7.3,14.33
75.0,33.47,6,0.83,15.77
57.27,45.75,3,12.3,17.57
81.74,22.7,2,0.71,8.66
100.0,26.74,3,10.2,16.14
59.78,6.72,5,2.17,11.45
69.58,10.16,6,0.56,10.5
81.25,5.3,6,1.69,12.73
74.19,8.6,5,1.0,11.16
60.27,7.64,4,3.37,10.25
91.83,21.98,6,14.95,20.51
100.0,24.81,4,1.99,12.48
77.94,86.98,2,4.74,9.44
61.44,6.53,4,11.12,17.99
51.77,30.79,4,4.97,9.54
78.87,50.99,3,2.25,11.75
91.56,24.65,2,23.46,19.33
82.13,8.83,4,1.04,11.47
74.96,9.14,5,3.7,14.01
66.16,5.0,3,7.97,12.11
58.62,10.93,5,0.0,8.91
87.52,40.95,4,6.05,13.59
88.71,5.0,2,1.55,8.55
51.81,7.43,4,0.93,9.34
98.85,36.75,4,1.6,10.82
83.61,45.79,4,17.03,21.39
95.99,18.23,6,11.13,15.93
54.87,35.93,8,1.2,15.57
54.51,14.73,1,0.62,3.4
72.77,5.23,3,2.26,9.63
82.54,15.23,4,4.49,14.15
100.0,26.02,2,10.09,11.37
85.59,88.73,1,16.92,19.25
71.36,5.0,4,6.95,13.43
59.6,21.24,2,4.57,9.19
93.45,11.97,5,0.77,10.6
60.53,21.3,1,0.38,5.0
99.43,5.0,3,4.53,13.28
70.73,11.26,4,3.87,11.98
98.86,51.42,4,9.36,16.69
85.18,24.22,5,1.95,13.06
72.95,17.97,2,0.2,4.98
67.21,10.09,4,2.76,8.83
69.89,10.62,5,17.4,21.62
81.42,14.49,4,7.94,15.61
76.16,54.16,6,0.17,15.34
66.09,102.53,4,10.38,14.97
72.52,17.32,3,3.19,9.77
76.18,14.99,2,2.27,10.04
43.07,56.23,3,2.13,6.81
81.87,16.7,2,4.52,11.33
60.3,24.09,3,3.78,8.93
57.7,7.88,3,5.34,8.91
49.69,40.82,3,4.26,9.75
48.09,22.78,3,0.78,6.0
54.67,49.67,3,1.49,5.96
64.36,45.52,5,9.2,16.19
100.0,7.26,2,5.44,11.64
67.11,37.72,3,2.97,11.79
77.67,48.29,4,1.01,12.1
81.01,12.74,3,0.04,11.73
76.97,5.68,6,1.87,15.92
73.84,5.0,4,0.28,11.02
57.07,17.98,4,3.29,11.5
96.76,13.04,3,8.62,15.71
100.0,24.28,4,1.68,8.93
49.76,6.25,5,9.41,14.08
59.64,58.91,2,6.1,7.22
70.8,8.94,4,0.67,11.02
60.53,7.7,3,5.17,9.13
82.59,19.66,2,0.82,12.4
64.08,20.73,6,5.32,14.43
100.0,7.27,5,0.77,13.17
92.86,9.52,5,2.49,12.94
78.19,5.58,4,4.18,11.36
90.4,38.02,5,0.26,10.91
91.59,44.1,5,0.83,11.31
66.54,18.62,1,1.93,2.83
62.76,37.56,5,3.1,13.63
76.17,39.95,2,9.78,11.73
87.92,5.0,5,1.04,15.4
77.09,101.6,1,2.13,6.25
51.35,51.62,3,3.23,11.76
62.96,6.86,3,1.75,11.0
73.89,6.18,8,4.91,20.17
73.87,5.0,5,1.48,12.37
100.0,5.0,3,7.4,12.78
54.21,41.37,3,3.52,11.57
82.58,19.03,3,0.45,7.98
97.34,45.83,4,4.93,14.5
100.0,41.14,2,4.21,10.73
68.93,27.84,3,2.07,8.11
82.37,34.79,5,0.06,12.64
83.55,5.0,4,1.12,11.93
77.93,11.21,5,2.6,11.49
73.52,30.47,3,1.12,9.93
81.54,5.0,5,4.31,10.47
37.02,5.0,10,6.23,18.48
85.23,57.29,3,9.69,13.88
76.89,34.56,3,5.21,12.06
71.66,9.25,4,5.84,13.96
100.0,34.94,1,4.69,9.55
64.88,47.17,5,21.16,22.96
68.95,10.99,5,1.51,11.65
100.0,5.0,3,1.55,10.96
62.52,80.99,2,0.68,8.34
66.75,12.7,3,3.32,8.95
72.79,5.0,6,0.51,12.44
87.61,20.31,4,1.57,12.41
78.12,43.89,3,3.3,13.5
55.61,7.52,3,15.8,17.12
67.02,9.42,1,16.6,11.61
65.89,8.34,5,6.81,12.65
73.84,120.0,3,2.47,10.62
81.39,6.6,5,10.02,16.84
81.27,25.71,2,10.42,12.77
48.36,77.81,6,12.05,20.6
90.96,5.0,5,5.11,16.63
78.79,106.06,3,1.13,10.78
95.77,88.4,7,0.48,16.66
81.66,64.77,3,12.31,16.59
91.52,7.25,2,0.29,9.43
82.0,30.16,2,1.75,9.31
95.19,42.93,6,3.34,15.5
82.83,120.0,4,0.11,11.28
73.53,5.97,5,11.87,15.55
100.0,43.58,6,1.69,15.86
88.34,12.41,6,0.14,14.63
83.61,5.79,1,25.25,19.5
55.86,16.41,5,1.87,13.23
55.68,47.37,6,10.47,20.03
79.39,18.76,5,3.02,11.23
77.18,23.13,5,5.44,15.07
65.79,120.0,4,1.38,12.64
77.11,15.28,5,3.49,13.25
98.83,28.67,1,1.49,6.42
85.43,13.64,4,15.09,20.21
57.88,14.97,9,0.31,15.92
73.33,35.69,7,1.61,12.28
62.93,83.36,3,11.18,14.66
69.18,23.45,6,3.27,14.13
68.8,43.88,2,4.58,12.25
67.84,5.0,5,5.27,14.35
56.17,7.12,4,0.37,8.65
73.09,20.92,5,0.09,11.25
66.59,5.0,2,13.89,13.05
31.06,8.74,3,1.58,10.32
100.0,21.86,5,2.39,15.07
91.33,5.0,2,5.73,8.4
69.36,9.22,6,1.35,12.93
75.28,21.65,4,6.6,13.39
57.43,25.54,2,3.06,6.17
100.0,78.01,2,9.71,11.48
100.0,31.1,5,1.63,14.73
77.35,16.07,2,1.14,6.5
90.35,79.93,2,8.91,15.18
77.63,46.1,4,1.98,11.65
54.95,6.69,5,2.65,10.97
68.82,5.0,3,7.89,8.35
76.98,33.79,4,5.05,14.77
68.18,24.62,4,2.91,11.72
71.72,46.77,5,1.44,11.91
73.63,40.27,3,7.22,11.13
73.79,29.44,3,0.99,11.58
75.78,120.0,6,13.17,19.78
59.09,22.88,5,0.81,10.69
64.24,5.0,8,8.17,20.24
55.73,52.86,2,2.76,10.22
89.67,8.7,6,1.03,13.82
43.42,45.06,6,2.57,12.11
92.3,94.47,6,1.25,15.66
95.8,35.8,4,0.73,13.11
70.47,27.19,4,1.37,12.35
35.95,18.51,4,10.1,11.09
69.58,13.6,1,0.56,5.66
74.04,13.06,2,17.98,13.76
59.84,30.35,5,0.03,12.34
67.27,41.74,5,5.37,14.88
97.95,34.04,5,9.71,16.44
84.97,6.63,3,13.59,17.95
61.13,20.44,4,0.78,10.29
51.04,47.05,8,5.99,18.67
70.09,19.37,7,0.57,14.34
71.8,23.08,1,2.17,6.55
82.44,44.24,5,6.58,15.08
66.97,32.48,5,2.12,11.34
82.67,15.8,2,1.88,10.18
100.0,67.73,6,0.62,14.7
87.23,5.32,3,0.34,8.33
74.28,120.0,4,0.61,11.83
72.25,5.0,1,10.42,12.54
69.65,5.0,8,0.06,17.29
92.71,66.22,2,5.9,11.1
65.59,8.43,2,7.32,11.92
75.68,39.25,5,4.2,14.2
75.77,49.98,3,6.56,11.14
67.47,58.77,4,5.28,12.28
54.41,120.0,6,3.04,17.3
79.84,10.45,3,2.41,13.0
74.08,37.16,8,14.18,23.89
82.5,5.0,5,17.87,19.79
67.0,15.67,1,5.27,7.56
93.31,56.51,4,1.1,11.01
61.85,13.75,1,2.97,5.38
100.0,26.83,4,3.43,12.09
48.79,21.02,3,7.09,10.72
81.52,31.15,3,5.51,12.03
82.13,108.24,4,3.62,13.5
63.07,5.0,4,5.7,11.76
81.37,25.6,2,0.12,8.7
94.19,59.64,4,7.49,15.11
41.75,19.7,3,1.19,7.26
82.54,5.0,3,5.34,11.12
37.6,24.67,6,0.61,13.91
60.52,12.11,5,0.61,10.29
99.44,5.05,5,0.18,13.54
66.27,56.72,3,12.05,13.66
57.39,22.12,3,4.64,10.58
72.03,81.22,5,2.25,14.4
100.0,49.2,1,7.75,12.82
47.52,35.42,3,4.92,9.35
59.23,5.0,3,4.84,8.29
97.46,16.75,7,3.34,16.15
100.0,6.6,3,0.04,11.08
73.45,72.51,6,1.5,17.75
56.41,5.76,3,0.58,8.96
100.0,10.11,6,5.43,14.99
98.92,21.82,7,1.43,17.73
85.18,9.17,5,2.99,11.99
62.81,7.07,3,2.18,8.32
74.26,27.42,1,0.77,6.34
72.59,5.0,3,15.89,16.69
79.96,5.0,1,13.55,12.45
96.77,13.97,5,0.44,11.89
88.19,38.26,1,8.78,12.53
58.84,24.28,9,3.35,17.73
95.65,16.49,8,7.43,22.65
79.7,25.02,5,0.82,10.27
85.31,13.65,3,0.71,9.67
97.0,82.53,6,11.07,18.92
58.33,5.0,3,11.41,11.95
74.46,33.57,4,3.14,11.08
67.03,66.57,2,10.21,14.85
51.48,48.87,2,5.5,11.1
80.2,6.1,3,1.02,10.43
100.0,10.53,4,1.99,12.22
47.4,37.87,5,0.73,11.15
74.52,5.0,6,7.43,18.43
84.61,50.12,3,21.08,21.16
76.85,38.07,1,3.95,7.98
73.3,39.24,5,5.33,16.72
55.51,5.0,1,6.85,9.01
78.49,37.95,3,1.27,10.06
63.65,34.17,2,2.05,7.09
42.15,53.32,4,2.66,9.5
92.92,5.0,2,4.51,9.48
89.38,5.0,5,9.5,17.49
75.77,14.0,3,1.47,10.51
78.44,5.0,5,3.18,10.93
91.11,24.52,2,6.96,8.53
78.37,74.79,2,0.46,6.97
88.56,14.9,3,3.6,10.36
70.54,55.92,3,0.78,11.14
94.68,5.0,1,3.87,7.83
79.81,5.54,1,7.3,9.62
77.91,5.0,6,1.35,14.28
55.95,11.93,3,9.47,10.7
79.3,71.64,5,2.04,15.87
62.52,5.0,1,1.06,4.24
65.43,27.97,5,3.13,15.14
62.77,18.02,4,10.44,14.47
59.01,83.65,2,0.36,7.02
100.0,5.0,3,1.98,8.91
94.97,7.15,4,5.29,13.81
100.0,5.0,6,2.21,18.57
56.66,17.07,1,0.37,5.42
76.07,9.76,2,2.02,8.38
55.6,61.18,5,8.6,14.6
64.56,27.86,5,17.22,20.69
61.23,28.56,4,0.2,9.88
93.59,22.77,4,4.21,13.07
69.06,5.0,2,0.56,7.56
91.03,17.66,1,5.7,6.47
84.06,120.0,4,0.04,12.07
100.0,54.1,5,0.07,11.64
52.81,67.18,3,7.5,12.05
93.89,51.99,3,0.39,9.17
92.2,5.0,1,1.82,6.12
60.4,7.74,4,15.86,15.08
90.11,5.0,2,21.08,19.8
80.04,10.85,3,0.88,8.11
71.59,5.0,9,4.12,18.28
62.64,19.2,4,4.1,13.8
64.21,33.91,3,3.01,10.63
100.0,62.26,2,12.93,12.45
75.01,41.5,7,7.01,20.53
86.73,83.7,1,7.23,13.32
63.14,5.0,3,1.57,10.86
63.3,5.0,3,2.85,10.18
91.23,32.48,5,3.34,12.62
54.76,10.25,3,1.78,8.22
68.77,8.77,1,0.5,3.16
75.51,12.05,6,0.68,12.02
76.67,9.43,4,1.0,8.82
72.31,21.49,5,1.14,11.1
80.94,17.4,1,1.39,6.78
85.39,21.55,3,1.47,9.2
86.02,33.51,5,3.04,13.15
60.21,14.69,3,3.56,9.1
70.74,8.68,1,1.85,8.35
92.92,5.45,3,11.89,18.43
88.42,12.9,2,4.03,8.97
54.41,40.62,6,7.74,16.77
80.27,42.4,4,12.9,15.91
45.33,32.98,4,0.89,10.41
75.7,8.0,5,2.79,12.1
100.0,26.61,3,2.84,10.3
60.78,25.37,5,2.19,15.06
62.49,19.86,5,0.04,8.94
86.46,23.95,8,8.46,17.27
51.86,20.31,8,0.59,16.33
65.51,25.0,5,27.0,24.14
83.95,37.71,5,7.41,15.06
65.49,5.0,4,4.34,15.62
71.46,41.54,3,0.84,10.28
86.16,5.0,6,3.62,15.11
81.32,5.0,3,1.51,8.34
79.0,111.99,5,1.45,14.71
69.91,94.39,1,8.85,8.39
80.55,5.0,8,2.4,16.53
73.14,17.57,4,3.0,11.39
81.87,6.18,3,9.26,13.64
67.55,19.93,4,0.46,9.73
72.26,53.19,4,4.51,11.72
60.15,90.24,3,4.32,12.55
74.47,30.17,4,2.77,9.13
62.83,13.1,7,8.85,17.87
58.29,27.74,3,14.31,14.26
78.88,11.22,3,3.13,11.71
78.19,72.18,5,3.05,13.45
86.74,61.3,8,3.49,19.76
68.53,24.51,4,6.42,13.55
81.12,11.78,3,5.51,8.76
83.26,10.42,5,1.26,12.37
81.67,5.0,2,0.33,4.72
62.62,50.76,4,14.9,17.96
77.24,17.96,6,1.51,12.82
80.46,11.8,6,5.09,17.54
75.11,19.11,4,8.81,14.21
43.7,51.23,2,1.79,5.78
77.41,5.0,4,5.05,14.28
100.0,58.49,7,0.57,15.45
69.6,68.34,6,17.52,23.72
64.08,87.96,6,0.3,14.52
80.6,15.2,6,2.88,14.18
79.69,7.34,3,3.85,8.53
92.89,14.03,2,7.81,13.65
56.13,12.15,3,0.65,8.58
85.97,5.81,3,2.91,9.19
83.86,28.04,4,1.78,11.92
72.87,19.42,9,1.87,19.91
80.08,60.23,4,7.54,14.95
90.44,5.0,6,0.03,13.98
88.08,30.97,3,6.91,14.43
57.85,43.18,7,8.31,20.58
87.3,42.75,2,11.58,13.69
74.03,65.17,5,4.93,12.75
76.09,39.17,4,2.03,9.52
76.1,78.85,6,2.79,14.48
72.75,12.13,8,17.49,23.18
92.88,20.99,1,10.65,9.3
73.74,5.0,4,3.11,14.1
58.21,5.0,3,14.33,15.45
69.1,8.24,5,8.66,14.63
77.68,5.0,4,11.57,15.7
93.44,9.04,1,5.74,6.51
84.05,5.85,4,9.75,16.91
62.24,5.0,4,11.12,11.83
100.0,72.01,2,0.48,10.21
78.97,5.0,6,16.79,18.67
94.13,39.96,2,2.03,8.77
72.72,5.0,2,2.9,10.03
83.0,72.99,2,7.85,9.84
87.59,66.99,1,5.47,9.51
93.27,31.83,2,11.18,14.72
90.86,33.46,2,2.56,10.08
88.08,5.0,4,2.34,11.76
70.27,120.0,2,0.16,9.34
66.42,63.07,4,3.11,11.01
79.99,67.64,4,6.44,17.25
89.0,32.3,5,1.79,10.97
71.66,12.68,5,3.11,14.59
90.98,67.23,4,1.24,12.57
96.79,10.34,6,7.41,18.64
61.26,24.81,4,0.31,10.82
62.45,5.0,2,6.11,10.09
72.89,76.51,5,2.38,12.39
79.61,5.0,6,0.21,12.74
67.13,7.64,4,9.6,12.11
95.28,24.5,4,3.34,12.4
81.36,43.33,6,4.57,16.56
75.59,28.98,4,6.58,14.47
53.46,7.92,3,5.32,10.55
55.26,5.0,5,6.56,11.0
79.22,42.46,3,7.18,11.92
43.01,120.0,1,4.45,6.88
90.19,49.81,2,2.28,7.51
72.63,18.5,3,1.39,7.88
100.0,70.23,5,11.66,19.5
100.0,15.82,3,17.52,20.64
72.28,22.33,4,2.21,9.66
73.4,19.45,3,0.6,7.1
89.93,17.81,3,1.26,9.02
100.0,44.78,4,5.55,15.03
50.43,22.45,5,0.95,12.71
48.2,11.43,6,7.57,15.26
65.67,8.96,5,12.82,15.17
83.74,5.0,4,16.57,16.71
82.45,26.25,5,0.05,12.37
91.05,7.84,3,15.87,18.61
57.0,5.0,6,6.74,18.03
40.26,31.82,1,0.44,2.49
87.87,34.3,2,2.68,9.52
62.58,41.85,4,6.02,11.29
44.72,21.01,5,15.7,16.59
77.18,67.34,3,0.9,8.45
86.9,82.63,4,0.68,11.56
73.17,49.41,2,3.2,7.76
68.13,30.28,4,17.23,22.24
72.61,10.86,5,17.77,19.51
69.44,120.0,6,1.29,16.6
54.78,9.61,4,1.92,8.87
64.28,6.79,7,11.93,23.14
82.82,17.51,4,6.64,14.26
79.83,5.0,2,17.93,17.3
77.52,115.18,1,11.18,12.0
60.07,26.63,2,1.21,8.52
72.28,24.42,2,7.13,11.09
42.34,32.0,2,0.25,5.21
77.68,20.62,2,8.51,9.86
96.43,5.0,3,4.6,11.35
52.89,28.43,6,15.63,19.45
66.21,37.78,2,16.1,16.29
79.94,16.17,9,0.26,17.55
93.79,42.48,3,0.87,7.45
68.28,7.72,3,3.31,10.67
64.62,7.5,5,10.58,18.09
45.47,5.28,2,8.42,7.07
76.55,13.96,8,16.67,27.1
100.0,56.32,6,4.81,19.44
79.16,52.79,3,1.48,9.13
74.67,14.48,2,0.13,5.36
79.83,26.68,2,1.26,9.65
74.83,38.28,4,5.62,11.14
62.8,8.28,11,13.04,25.29
87.35,5.52,4,1.93,9.45
78.39,107.37,6,10.43,19.93
75.26,28.84,1,2.51,9.2
60.37,119.56,5,1.84,13.99
94.55,12.36,5,3.55,15.74
84.97,36.42,5,2.92,13.29
66.71,7.55,2,12.26,12.73
90.03,9.08,5,3.16,11.89
67.54,21.52,5,1.62,11.9
63.27,11.55,5,9.24,14.36
63.6,5.5,4,30.0,24.03
48.43,9.15,4,5.22,10.84
82.07,5.0,4,1.44,10.44
47.53,36.56,4,1.36,12.83
56.57,20.33,2,0.3,8.97
43.87,5.0,2,0.4,7.6
73.71,5.65,5,12.32,20.13
72.75,5.0,5,0.51,13.6
70.1,28.45,6,3.31,14.6
59.36,5.0,4,5.99,11.86
57.42,42.11,5,9.5,16.17
81.97,5.0,2,0.94,7.34
66.74,8.61,6,2.88,12.36
79.75,66.4,1,1.45,7.76
61.72,38.03,5,1.48,9.61
77.72,5.0,3,1.81,9.58
94.55,51.63,2,4.42,9.31
83.79,20.38,8,0.08,16.45
68.81,56.28,4,2.63,11.98
78.86,27.54,6,1.03,13.39
71.39,34.36,4,17.07,16.22
75.12,120.0,2,4.37,9.16
70.12,7.93,7,10.13,19.89
72.53,29.34,5,1.09,11.32
78.18,18.5,2,8.3,12.21
60.1,5.0,5,2.68,11.94
59.76,5.0,13,0.98,22.76
54.17,5.0,2,7.16,9.89
51.0,31.42,3,7.18,10.15
56.74,25.12,4,27.47,23.59
77.39,24.18,6,7.59,16.44
61.61,5.0,6,0.78,16.36
82.7,19.01,1,1.95,5.22
75.52,77.56,2,3.0,9.04
45.47,15.2,4,0.68,8.39
84.82,29.42,3,7.76,11.08
87.16,45.4,5,3.74,15.57
60.09,45.96,6,14.45,19.35
81.3,21.97,5,4.45,10.59
62.15,58.55,4,3.7,12.98
76.47,14.9,4,0.37,9.3
56.03,65.86,3,0.81,8.65
48.1,8.24,5,9.47,15.79
69.26,9.86,6,23.38,23.77
73.14,5.0,2,2.68,7.52
69.03,47.63,6,8.31,21.1
57.24,16.19,3,4.94,6.87
69.0,7.81,3,15.98,14.14
79.04,7.91,4,1.36,9.13
74.33,69.5,1,3.94,11.03
77.74,53.86,4,2.63,11.13
64.95,24.19,1,3.9,7.46
92.58,28.72,3,1.57,9.68
57.36,19.29,4,3.44,11.82
82.31,14.91,4,4.9,12.8
92.73,74.12,2,0.42,9.46
82.21,5.0,6,6.79,18.52
71.96,16.26,4,6.13,13.59
67.08,12.67,5,10.62,15.27
90.54,20.68,5,2.77,14.23
53.66,18.35,3,0.32,11.28
60.45,21.95,2,3.09,8.78
69.04,5.0,5,0.74,11.63
93.56,21.59,3,5.21,10.09
80.7,8.33,12,0.24,23.38
60.48,6.11,5,2.34,13.11
70.35,5.0,2,0.43,7.29
65.79,43.15,4,0.02,10.19
64.35,16.73,5,16.16,23.33
89.68,29.56,6,27.77,29.14
54.42,39.01,1,4.05,8.76
99.13,34.12,3,1.37,10.81
87.42,19.07,6,12.1,19.54
91.36,14.73,6,12.82,21.17
68.06,14.15,3,9.64,12.76
72.75,30.65,4,3.93,12.04
53.5,20.48,2,0.39,6.91
67.13,56.74,3,0.46,8.26
82.4,62.31,3,11.35,15.66
94.44,5.61,3,10.43,14.65
58.39,5.0,5,2.85,13.38
69.52,29.86,3,1.99,8.55
72.73,10.75,1,5.17,4.9
54.06,5.0,5,8.23,13.93
83.87,65.85,4,6.58,15.18
64.14,7.72,3,4.78,11.67
72.07,79.47,3,1.32,9.05
68.22,37.92,5,1.52,13.12
63.16,43.15,7,6.44,19.3
74.89,6.75,4,8.11,15.04
71.77,8.0,4,0.62,8.84
69.42,22.1,5,1.04,10.83
64.07,5.67,4,5.7,12.8
79.79,10.93,1,2.46,9.34
99.8,11.63,1,4.14,8.78
77.1,5.22,6,4.77,15.08
89.94,6.89,4,7.49,12.3
54.15,46.61,3,8.19,11.53
77.37,5.49,2,1.64,6.71
58.54,5.0,7,3.9,15.5
52.85,29.78,2,0.66,4.2
63.91,111.87,3,9.23,13.68
92.88,12.07,3,9.34,12.5
89.25,5.0,3,1.78,11.35
78.65,25.35,5,0.88,11.0
